Time_fs,QFI,ETR
0.0,2.2170986379143925e-23,0.934914110028488
5.05050505050505,1.1741612234574712e-23,0.85714285705683
10.1010101010101,1.3604397219440297e-23,0.8571428569708027
15.15151515151515,1.964652478745826e-23,0.8571428568847754
20.2020202020202,1.780812257951974e-23,0.8571428567987482
25.252525252525253,1.1386491220836659e-23,0.8571428563095809
30.3030303030303,1.6272484422207662e-23,0.857142856041848
35.35353535353535,1.5437737257996272e-23,0.8571428557741155
40.4040404040404,1.0138954678608057e-23,0.8571428552849487
45.45454545454545,2.619626806447045e-23,0.8571428547957816
50.505050505050505,1.3119491205583725e-23,0.8571428543066144
55.55555555555555,4.9116767493741635e-23,0.8571428542262067
60.6060606060606,1.1279870806530267e-23,0.85714285373704
65.65656565656565,2.3744176953680477e-23,0.8571428536566321
70.7070707070707,1.2777933866537034e-23,0.8571428531674654
75.75757575757575,1.6975044794688569e-23,0.8571428526782983
80.8080808080808,7.969811532917076e-24,0.8571428521891312
85.85858585858585,1.146748283270115e-23,0.8571428516999642
90.9090909090909,1.0030633938632346e-23,0.857142851210797
95.95959595959596,1.1747527175049768e-23,0.8571428507216299
101.01010101010101,6.719456516044467e-24,0.8571428502324627
106.06060606060605,1.5062423440921387e-23,0.8571428498361954
111.1111111111111,1.8957026977665254e-23,0.8571428493470283
116.16161616161615,1.6316677895594662e-23,0.8571428488578611
121.2121212121212,1.329084410184988e-23,0.8571428483686939
126.26262626262626,1.0574869770231901e-23,0.8571428478795269
131.3131313131313,2.5105993683188593e-23,0.8571428474832594
136.36363636363635,8.979155541473309e-24,0.8571428469940923
141.4141414141414,1.3941631051671604e-23,0.8571428465049252
146.46464646464645,1.0862516588520332e-23,0.8571428460157581
151.5151515151515,9.216168260697081e-24,0.857142845526591
156.56565656565655,1.0627298655691898e-23,0.857142845037424
161.6161616161616,1.3228488052880867e-23,0.8571428445482567
166.66666666666666,1.0718303202927356e-23,0.8571428440590897
171.7171717171717,9.708525663091178e-24,0.8571428435699225
176.76767676767676,1.2379924823931469e-23,0.8571428430807555
181.8181818181818,1.0055051432076214e-23,0.8571428425915882
186.86868686868686,1.4505749939157978e-23,0.8571428421024211
191.91919191919192,1.6193360568167104e-23,0.8571428416132542
196.96969696969697,1.7487546953681718e-23,0.857142841124087
202.02020202020202,1.5689798304608127e-23,0.8571428406349197
207.07070707070704,7.734955861313944e-24,0.8571428404241244
212.1212121212121,7.643321745880924e-24,0.8571428399349574
217.17171717171715,8.805106196485e-24,0.8571428394457903
222.2222222222222,1.4781797888154927e-23,0.8571428389566232
227.27272727272725,1.147409215353158e-23,0.8571428384674562
232.3232323232323,1.2384040403106734e-23,0.857142837978289
237.37373737373736,1.453934623265493e-23,0.857142837489122
242.4242424242424,9.90740698555922e-24,0.857142836999955
247.47474747474746,2.0382290486033245e-23,0.8571428365107877
252.5252525252525,1.2815916272316718e-23,0.8571428360216206
257.57575757575756,1.1996050763308093e-23,0.8571428355324535
262.6262626262626,1.5518171088019687e-23,0.8571428353216582
267.67676767676767,1.5883275877615842e-23,0.857142835268626
272.7272727272727,7.744263986326278e-24,0.8571428350578306
277.77777777777777,7.827281496223517e-24,0.8571428350047984
282.8282828282828,1.2768473790764547e-23,0.8571428347940029
287.8787878787879,1.0459097078092588e-23,0.8571428347409707
292.9292929292929,1.623887039157762e-23,0.8571428345301754
297.979797979798,1.3033622516070049e-23,0.8571428344771431
303.030303030303,9.930457126172142e-24,0.8571428342663477
308.0808080808081,2.2324725532520823e-23,0.8571428342133155
313.1313131313131,9.380919897292841e-24,0.8571428340025203
318.1818181818182,2.1720912584805582e-23,0.8571428339494882
323.2323232323232,9.138192501168477e-24,0.8571428337386927
328.28282828282823,5.418777572909868e-24,0.8571428335278974
333.3333333333333,9.776512511936849e-24,0.8571428334748652
338.38383838383834,1.3403247185994713e-23,0.8571428332640697
343.4343434343434,9.176480669730428e-24,0.8571428332110377
348.48484848484844,1.0389339647340064e-23,0.8571428330002422
353.5353535353535,1.341555483035855e-23,0.8571428329472102
358.58585858585855,1.4468175121939607e-23,0.8571428327364147
363.6363636363636,8.318891161743311e-24,0.8571428326833825
368.68686868686865,1.1262387107810208e-23,0.8571428324725873
373.73737373737373,4.640903509902916e-24,0.857142832419555
378.78787878787875,2.4110365570570116e-23,0.8571428322087596
383.83838383838383,1.102479553243164e-23,0.8571428321557277
388.88888888888886,8.000533533942646e-24,0.8571428319449321
393.93939393939394,1.8760688369830285e-23,0.8571428318919001
398.98989898989896,8.250463710707139e-24,0.8571428316811047
404.04040404040404,1.124884770997351e-23,0.8571428316280726
409.09090909090907,8.149356560995378e-24,0.8571428314172771
414.1414141414141,1.3485469145667533e-23,0.8571428312064818
419.19191919191917,1.6788016886578702e-23,0.8571428311534498
424.2424242424242,1.945232236507353e-23,0.8571428309426544
429.2929292929293,1.7986367720081901e-23,0.8571428308896222
434.3434343434343,1.624551964930692e-23,0.8571428306788268
439.3939393939394,1.4480978963417874e-23,0.8571428306257949
444.4444444444444,9.050577858476511e-24,0.8571428304149994
449.4949494949495,2.4204019090520553e-23,0.8571428303619673
454.5454545454545,1.1298659526882352e-23,0.8571428301511719
459.5959595959596,1.5288038464229796e-23,0.8571428300981397
464.6464646464646,8.241082717255434e-24,0.8571428298873442
469.6969696969697,1.0086864296716077e-23,0.8571428298343122
474.7474747474747,6.161712879911466e-24,0.8571428296235168
479.7979797979798,1.3821579448036916e-23,0.8571428295704846
484.8484848484848,8.236259100200537e-24,0.8571428293596893
489.89898989898984,1.0000203371686457e-23,0.8571428291488941
494.9494949494949,1.105357423215545e-23,0.857142829095862
500.0,1.1909502335439452e-23,0.8571428290428298
